'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
9011,0.310,-0.213,-0.523,-0.049,0.416,-0.368,0.335,0.971,1.323,1.028,0.665,0.480,0.264,-0.521,-0.299
9012,0.300,-0.223,-0.522,-0.039,0.411,-0.372,0.335,0.961,1.314,1.022,0.664,0.481,0.260,-0.517,-0.296
9013,0.293,-0.235,-0.528,-0.029,0.411,-0.382,0.338,0.951,1.301,1.015,0.663,0.480,0.255,-0.526,-0.295
9014,0.298,-0.235,-0.532,-0.032,0.415,-0.384,0.336,0.936,1.285,1.004,0.658,0.476,0.251,-0.533,-0.293
9015,0.293,-0.234,-0.527,-0.030,0.411,-0.381,0.339,0.924,1.272,0.992,0.654,0.474,0.243,-0.528,-0.292
9016,0.283,-0.234,-0.516,-0.025,0.400,-0.375,0.339,0.911,1.254,0.980,0.650,0.473,0.239,-0.523,-0.288
9017,0.275,-0.232,-0.506,-0.022,0.391,-0.369,0.337,0.897,1.240,0.970,0.645,0.472,0.235,-0.522,-0.285
9018,0.271,-0.234,-0.505,-0.018,0.388,-0.369,0.337,0.884,1.224,0.957,0.642,0.471,0.233,-0.520,-0.281
9019,0.267,-0.242,-0.508,-0.013,0.388,-0.375,0.339,0.872,1.207,0.946,0.638,0.470,0.227,-0.522,-0.276
9020,0.261,-0.242,-0.502,-0.009,0.382,-0.372,0.338,0.857,1.190,0.935,0.636,0.469,0.222,-0.520,-0.273
9021,0.257,-0.238,-0.494,-0.009,0.376,-0.366,0.337,0.845,1.175,0.924,0.633,0.469,0.217,-0.519,-0.269
9022,0.249,-0.234,-0.482,-0.009,0.366,-0.357,0.335,0.831,1.161,0.912,0.629,0.467,0.214,-0.519,-0.265
9023,0.239,-0.231,-0.469,-0.004,0.354,-0.350,0.329,0.808,1.137,0.894,0.620,0.462,0.210,-0.514,-0.259
9024,0.234,-0.226,-0.460,-0.005,0.347,-0.343,0.331,0.795,1.119,0.882,0.616,0.461,0.207,-0.503,-0.258
9025,0.234,-0.220,-0.454,-0.007,0.344,-0.337,0.331,0.786,1.107,0.874,0.615,0.462,0.207,-0.497,-0.255
9026,0.226,-0.225,-0.450,-0.001,0.339,-0.337,0.331,0.773,1.091,0.861,0.611,0.461,0.203,-0.504,-0.251
9027,0.214,-0.229,-0.444,0.007,0.330,-0.337,0.336,0.758,1.076,0.851,0.607,0.460,0.199,-0.504,-0.247
9028,0.208,-0.228,-0.434,0.009,0.322,-0.331,0.332,0.743,1.060,0.840,0.603,0.460,0.197,-0.504,-0.243
9029,0.202,-0.217,-0.419,0.007,0.311,-0.319,0.328,0.732,1.044,0.828,0.600,0.460,0.196,-0.496,-0.242
9030,0.200,-0.218,-0.418,0.009,0.309,-0.319,0.327,0.716,1.027,0.815,0.596,0.459,0.193,-0.490,-0.238
9031,0.200,-0.220,-0.419,0.009,0.309,-0.320,0.323,0.701,1.012,0.803,0.593,0.461,0.192,-0.495,-0.234
9032,0.197,-0.220,-0.416,0.011,0.306,-0.318,0.322,0.689,1.001,0.795,0.590,0.461,0.190,-0.497,-0.230
9033,0.192,-0.232,-0.423,0.020,0.307,-0.328,0.322,0.681,0.992,0.789,0.589,0.461,0.187,-0.502,-0.225
9034,0.181,-0.238,-0.419,0.028,0.301,-0.329,0.327,0.672,0.979,0.781,0.588,0.463,0.182,-0.500,-0.222
9035,0.176,-0.240,-0.416,0.032,0.296,-0.328,0.327,0.658,0.962,0.768,0.583,0.461,0.179,-0.500,-0.217
9036,0.175,-0.237,-0.412,0.031,0.294,-0.325,0.318,0.646,0.951,0.759,0.582,0.462,0.179,-0.500,-0.214
9037,0.170,-0.234,-0.404,0.033,0.286,-0.319,0.316,0.635,0.936,0.750,0.579,0.461,0.175,-0.493,-0.212
9038,0.166,-0.237,-0.402,0.035,0.284,-0.320,0.318,0.627,0.925,0.743,0.579,0.462,0.172,-0.501,-0.210
9039,0.157,-0.246,-0.402,0.044,0.280,-0.324,0.317,0.618,0.916,0.737,0.579,0.462,0.169,-0.509,-0.206
9040,0.151,-0.248,-0.399,0.048,0.275,-0.324,0.315,0.609,0.905,0.729,0.577,0.463,0.168,-0.505,-0.203
9041,0.154,-0.245,-0.398,0.045,0.277,-0.322,0.311,0.600,0.894,0.721,0.575,0.461,0.166,-0.504,-0.203
9042,0.151,-0.242,-0.393,0.045,0.272,-0.318,0.311,0.587,0.880,0.711,0.572,0.459,0.163,-0.500,-0.201
9043,0.148,-0.235,-0.383,0.043,0.266,-0.309,0.309,0.578,0.870,0.702,0.568,0.459,0.162,-0.495,-0.198
9044,0.142,-0.229,-0.370,0.043,0.257,-0.299,0.308,0.567,0.857,0.692,0.566,0.457,0.161,-0.489,-0.197
9045,0.140,-0.227,-0.366,0.043,0.254,-0.296,0.304,0.555,0.845,0.683,0.561,0.458,0.159,-0.486,-0.194
9046,0.139,-0.231,-0.368,0.046,0.254,-0.299,0.303,0.546,0.836,0.676,0.558,0.456,0.156,-0.491,-0.192
9047,0.133,-0.235,-0.367,0.051,0.251,-0.301,0.305,0.538,0.828,0.670,0.556,0.454,0.154,-0.491,-0.188
9048,0.128,-0.234,-0.361,0.052,0.245,-0.297,0.303,0.528,0.820,0.662,0.555,0.455,0.153,-0.487,-0.188
9049,0.120,-0.226,-0.345,0.052,0.233,-0.285,0.301,0.517,0.807,0.653,0.550,0.454,0.152,-0.485,-0.185
9050,0.115,-0.225,-0.339,0.054,0.228,-0.282,0.301,0.509,0.801,0.647,0.546,0.453,0.149,-0.481,-0.183
9051,0.115,-0.226,-0.341,0.056,0.228,-0.283,0.303,0.504,0.794,0.643,0.546,0.453,0.147,-0.478,-0.182
9052,0.113,-0.228,-0.341,0.057,0.227,-0.284,0.299,0.496,0.786,0.638,0.544,0.452,0.145,-0.486,-0.179
9053,0.110,-0.238,-0.348,0.064,0.229,-0.293,0.300,0.493,0.783,0.635,0.543,0.452,0.142,-0.491,-0.176
9054,0.116,-0.245,-0.360,0.065,0.238,-0.303,0.297,0.483,0.772,0.627,0.537,0.448,0.141,-0.493,-0.174
9055,0.116,-0.247,-0.362,0.066,0.239,-0.304,0.295,0.478,0.768,0.625,0.537,0.447,0.141,-0.491,-0.173
9056,0.110,-0.248,-0.357,0.069,0.234,-0.302,0.298,0.474,0.764,0.621,0.537,0.450,0.139,-0.490,-0.171
9057,0.106,-0.246,-0.351,0.070,0.230,-0.298,0.294,0.464,0.752,0.612,0.533,0.448,0.138,-0.490,-0.168
9058,0.102,-0.251,-0.351,0.074,0.227,-0.301,0.293,0.465,0.752,0.611,0.533,0.449,0.138,-0.489,-0.166
9059,0.101,-0.259,-0.359,0.079,0.230,-0.308,0.295,0.462,0.749,0.609,0.536,0.450,0.136,-0.491,-0.166
9060,0.092,-0.260,-0.351,0.084,0.222,-0.305,0.295,0.458,0.744,0.607,0.537,0.452,0.134,-0.495,-0.165
9061,0.085,-0.260,-0.345,0.087,0.215,-0.303,0.291,0.455,0.741,0.604,0.537,0.454,0.135,-0.498,-0.163
9062,0.087,-0.258,-0.344,0.086,0.216,-0.301,0.295,0.451,0.736,0.599,0.535,0.454,0.134,-0.494,-0.162
9063,0.086,-0.254,-0.339,0.084,0.212,-0.296,0.289,0.447,0.733,0.597,0.532,0.452,0.133,-0.495,-0.159
9064,0.090,-0.246,-0.336,0.077,0.213,-0.290,0.277,0.439,0.727,0.593,0.532,0.449,0.133,-0.496,-0.159
9065,0.095,-0.236,-0.331,0.070,0.213,-0.283,0.284,0.435,0.721,0.589,0.530,0.448,0.132,-0.489,-0.159
9066,0.092,-0.238,-0.330,0.073,0.211,-0.284,0.288,0.432,0.718,0.586,0.528,0.447,0.129,-0.482,-0.158
9067,0.087,-0.242,-0.329,0.077,0.208,-0.285,0.289,0.431,0.719,0.586,0.528,0.448,0.128,-0.485,-0.157
9068,0.086,-0.238,-0.324,0.075,0.205,-0.281,0.289,0.430,0.715,0.584,0.528,0.447,0.127,-0.488,-0.154
9069,0.084,-0.230,-0.313,0.072,0.199,-0.272,0.284,0.424,0.708,0.580,0.527,0.446,0.129,-0.481,-0.154
9070,0.085,-0.231,-0.315,0.072,0.200,-0.273,0.280,0.419,0.704,0.573,0.522,0.444,0.127,-0.484,-0.154
9071,0.094,-0.232,-0.325,0.069,0.209,-0.279,0.280,0.414,0.699,0.569,0.520,0.442,0.126,-0.489,-0.154
9072,0.094,-0.231,-0.324,0.068,0.209,-0.278,0.278,0.415,0.698,0.569,0.520,0.443,0.126,-0.481,-0.153
9073,0.089,-0.242,-0.331,0.076,0.210,-0.286,0.279,0.415,0.699,0.569,0.520,0.442,0.123,-0.489,-0.151
9074,0.084,-0.252,-0.335,0.084,0.209,-0.293,0.282,0.413,0.698,0.568,0.519,0.442,0.121,-0.498,-0.148
9075,0.083,-0.250,-0.333,0.083,0.208,-0.291,0.279,0.414,0.695,0.566,0.518,0.440,0.122,-0.494,-0.148
9076,0.083,-0.248,-0.331,0.083,0.207,-0.289,0.278,0.408,0.693,0.562,0.517,0.440,0.122,-0.491,-0.148
9077,0.079,-0.247,-0.325,0.084,0.202,-0.286,0.276,0.406,0.687,0.558,0.514,0.439,0.120,-0.491,-0.146
9078,0.072,-0.250,-0.323,0.088,0.198,-0.286,0.277,0.407,0.692,0.564,0.517,0.439,0.118,-0.489,-0.147
9079,0.075,-0.256,-0.330,0.090,0.203,-0.293,0.278,0.406,0.692,0.564,0.517,0.440,0.118,-0.495,-0.146
9080,0.079,-0.255,-0.333,0.088,0.205,-0.294,0.275,0.402,0.679,0.552,0.510,0.434,0.117,-0.498,-0.144
9081,0.072,-0.251,-0.322,0.089,0.197,-0.286,0.278,0.405,0.681,0.551,0.508,0.433,0.114,-0.491,-0.145
9082,0.072,-0.248,-0.320,0.087,0.197,-0.284,0.277,0.403,0.680,0.551,0.507,0.433,0.114,-0.491,-0.146
9083,0.080,-0.242,-0.322,0.081,0.201,-0.282,0.274,0.398,0.677,0.550,0.506,0.431,0.115,-0.490,-0.146
9084,0.082,-0.234,-0.317,0.076,0.200,-0.276,0.275,0.398,0.679,0.550,0.507,0.433,0.116,-0.488,-0.148
9085,0.081,-0.234,-0.315,0.076,0.198,-0.274,0.275,0.398,0.676,0.547,0.504,0.433,0.114,-0.485,-0.148
9086,0.078,-0.237,-0.316,0.080,0.197,-0.277,0.276,0.397,0.672,0.546,0.503,0.430,0.109,-0.485,-0.149
9087,0.076,-0.242,-0.318,0.083,0.197,-0.280,0.275,0.396,0.675,0.545,0.503,0.430,0.108,-0.486,-0.151
9088,0.079,-0.237,-0.316,0.079,0.198,-0.277,0.273,0.397,0.673,0.546,0.503,0.429,0.109,-0.484,-0.149
9089,0.079,-0.229,-0.307,0.075,0.193,-0.268,0.276,0.394,0.667,0.545,0.502,0.428,0.108,-0.477,-0.151
9090,0.080,-0.227,-0.306,0.073,0.193,-0.267,0.275,0.391,0.671,0.542,0.501,0.429,0.109,-0.473,-0.151
9091,0.078,-0.231,-0.308,0.076,0.194,-0.270,0.275,0.393,0.673,0.545,0.502,0.430,0.108,-0.474,-0.150
9092,0.077,-0.234,-0.310,0.078,0.194,-0.273,0.276,0.395,0.674,0.548,0.504,0.432,0.110,-0.480,-0.150
9093,0.075,-0.241,-0.317,0.083,0.196,-0.279,0.274,0.395,0.673,0.546,0.505,0.434,0.111,-0.491,-0.147
9094,0.067,-0.255,-0.322,0.094,0.195,-0.288,0.281,0.400,0.675,0.549,0.508,0.437,0.110,-0.494,-0.146
9095,0.069,-0.254,-0.323,0.092,0.196,-0.288,0.282,0.402,0.678,0.551,0.509,0.439,0.112,-0.491,-0.147
9096,0.071,-0.252,-0.323,0.090,0.197,-0.287,0.275,0.397,0.675,0.549,0.508,0.439,0.113,-0.493,-0.148
9097,0.071,-0.249,-0.320,0.089,0.196,-0.284,0.274,0.397,0.675,0.550,0.511,0.440,0.115,-0.493,-0.147
9098,0.069,-0.252,-0.321,0.091,0.195,-0.286,0.277,0.398,0.677,0.552,0.511,0.439,0.113,-0.491,-0.147
9099,0.070,-0.260,-0.329,0.095,0.200,-0.294,0.280,0.402,0.681,0.553,0.514,0.441,0.113,-0.497,-0.146
9100,0.070,-0.261,-0.331,0.096,0.201,-0.296,0.281,0.404,0.683,0.556,0.515,0.441,0.114,-0.499,-0.146
9101,0.071,-0.261,-0.332,0.095,0.202,-0.296,0.281,0.402,0.682,0.554,0.512,0.438,0.113,-0.499,-0.146
9102,0.076,-0.257,-0.332,0.090,0.204,-0.294,0.280,0.400,0.681,0.553,0.512,0.437,0.115,-0.497,-0.145
9103,0.075,-0.251,-0.326,0.087,0.201,-0.288,0.279,0.398,0.682,0.551,0.511,0.438,0.115,-0.490,-0.146
9104,0.076,-0.241,-0.318,0.083,0.198,-0.280,0.276,0.396,0.681,0.549,0.510,0.436,0.115,-0.487,-0.146
9105,0.076,-0.238,-0.314,0.081,0.196,-0.276,0.275,0.397,0.679,0.550,0.510,0.436,0.117,-0.487,-0.146
9106,0.080,-0.236,-0.316,0.077,0.198,-0.276,0.275,0.398,0.680,0.549,0.511,0.439,0.119,-0.489,-0.145
9107,0.079,-0.239,-0.318,0.080,0.199,-0.278,0.278,0.396,0.679,0.547,0.509,0.435,0.117,-0.485,-0.144
9108,0.073,-0.240,-0.313,0.083,0.194,-0.277,0.282,0.396,0.679,0.547,0.506,0.435,0.116,-0.482,-0.146
9109,0.073,-0.232,-0.305,0.079,0.190,-0.269,0.277,0.392,0.677,0.545,0.505,0.432,0.114,-0.482,-0.147
9110,0.067,-0.234,-0.300,0.084,0.184,-0.268,0.278,0.393,0.677,0.544,0.504,0.431,0.114,-0.478,-0.146
9111,0.070,-0.235,-0.305,0.082,0.188,-0.270,0.278,0.397,0.680,0.546,0.503,0.431,0.113,-0.479,-0.145
9112,0.076,-0.233,-0.308,0.077,0.193,-0.271,0.278,0.397,0.681,0.547,0.503,0.431,0.113,-0.481,-0.146
9113,0.072,-0.240,-0.311,0.084,0.192,-0.276,0.280,0.397,0.682,0.546,0.503,0.431,0.114,-0.481,-0.147
9114,0.077,-0.252,-0.329,0.087,0.203,-0.290,0.280,0.401,0.682,0.546,0.503,0.432,0.116,-0.487,-0.144
9115,0.082,-0.247,-0.329,0.083,0.205,-0.288,0.279,0.402,0.683,0.548,0.504,0.432,0.117,-0.488,-0.144
9116,0.078,-0.241,-0.319,0.082,0.199,-0.281,0.281,0.401,0.682,0.547,0.503,0.431,0.115,-0.489,-0.145
9117,0.073,-0.241,-0.314,0.084,0.194,-0.278,0.284,0.403,0.682,0.548,0.504,0.433,0.117,-0.489,-0.145
9118,0.070,-0.247,-0.317,0.089,0.193,-0.282,0.282,0.401,0.681,0.546,0.502,0.430,0.113,-0.493,-0.145
9119,0.068,-0.256,-0.324,0.093,0.197,-0.290,0.285,0.406,0.685,0.549,0.506,0.432,0.112,-0.497,-0.145
9120,0.074,-0.254,-0.328,0.089,0.202,-0.291,0.287,0.406,0.690,0.555,0.508,0.434,0.113,-0.496,-0.146
9121,0.075,-0.255,-0.329,0.089,0.202,-0.291,0.283,0.403,0.683,0.550,0.505,0.430,0.111,-0.491,-0.146
9122,0.076,-0.251,-0.327,0.086,0.202,-0.289,0.279,0.400,0.682,0.548,0.503,0.430,0.112,-0.487,-0.146
9123,0.081,-0.243,-0.324,0.081,0.203,-0.283,0.279,0.400,0.683,0.549,0.503,0.430,0.112,-0.492,-0.147
9124,0.075,-0.238,-0.313,0.082,0.194,-0.276,0.279,0.404,0.682,0.548,0.505,0.432,0.114,-0.488,-0.146
9125,0.077,-0.236,-0.312,0.080,0.195,-0.275,0.275,0.400,0.682,0.549,0.504,0.432,0.116,-0.487,-0.146
9126,0.078,-0.237,-0.315,0.080,0.197,-0.276,0.280,0.400,0.681,0.550,0.504,0.432,0.115,-0.483,-0.147
9127,0.077,-0.241,-0.318,0.082,0.198,-0.280,0.276,0.399,0.682,0.551,0.504,0.432,0.117,-0.483,-0.147
9128,0.079,-0.237,-0.316,0.080,0.197,-0.277,0.275,0.402,0.682,0.551,0.505,0.433,0.117,-0.484,-0.147
9129,0.080,-0.223,-0.301,0.071,0.191,-0.262,0.275,0.403,0.684,0.552,0.505,0.433,0.119,-0.480,-0.149
9130,0.082,-0.221,-0.301,0.069,0.192,-0.261,0.273,0.401,0.683,0.551,0.505,0.432,0.120,-0.479,-0.149
9131,0.079,-0.225,-0.302,0.073,0.191,-0.264,0.275,0.401,0.684,0.551,0.504,0.433,0.121,-0.479,-0.147
9132,0.077,-0.231,-0.307,0.076,0.193,-0.269,0.274,0.400,0.684,0.553,0.505,0.431,0.119,-0.479,-0.147
9133,0.078,-0.236,-0.313,0.079,0.196,-0.275,0.277,0.402,0.684,0.554,0.507,0.430,0.118,-0.480,-0.150
9134,0.077,-0.248,-0.325,0.086,0.201,-0.287,0.275,0.399,0.684,0.552,0.504,0.429,0.117,-0.491,-0.147
9135,0.084,-0.251,-0.333,0.083,0.208,-0.291,0.275,0.400,0.683,0.550,0.503,0.427,0.113,-0.491,-0.148
9136,0.086,-0.237,-0.323,0.075,0.204,-0.280,0.275,0.406,0.689,0.555,0.505,0.428,0.114,-0.486,-0.147
9137,0.081,-0.234,-0.315,0.076,0.199,-0.275,0.274,0.404,0.688,0.554,0.504,0.429,0.114,-0.486,-0.147
9138,0.086,-0.233,-0.318,0.073,0.203,-0.276,0.277,0.402,0.686,0.553,0.502,0.429,0.112,-0.484,-0.150
9139,0.088,-0.243,-0.331,0.077,0.209,-0.287,0.278,0.403,0.687,0.556,0.505,0.428,0.111,-0.488,-0.151
9140,0.087,-0.244,-0.331,0.077,0.209,-0.287,0.281,0.406,0.689,0.557,0.507,0.430,0.111,-0.486,-0.150
9141,0.085,-0.241,-0.326,0.078,0.206,-0.284,0.278,0.406,0.689,0.558,0.506,0.431,0.111,-0.489,-0.149
9142,0.073,-0.245,-0.318,0.086,0.196,-0.282,0.278,0.406,0.689,0.560,0.508,0.432,0.111,-0.491,-0.149
9143,0.071,-0.237,-0.308,0.083,0.190,-0.273,0.280,0.407,0.691,0.559,0.510,0.435,0.111,-0.485,-0.151
9144,0.079,-0.229,-0.307,0.075,0.193,-0.268,0.274,0.404,0.685,0.557,0.508,0.433,0.112,-0.482,-0.152
9145,0.083,-0.226,-0.308,0.071,0.196,-0.267,0.272,0.405,0.685,0.557,0.507,0.430,0.111,-0.479,-0.152
9146,0.084,-0.226,-0.309,0.071,0.197,-0.268,0.271,0.405,0.688,0.557,0.508,0.431,0.112,-0.480,-0.152
9147,0.085,-0.226,-0.310,0.070,0.198,-0.269,0.275,0.401,0.683,0.557,0.509,0.434,0.115,-0.482,-0.152
9148,0.087,-0.222,-0.308,0.067,0.198,-0.265,0.278,0.401,0.683,0.557,0.508,0.435,0.116,-0.480,-0.153
9149,0.087,-0.210,-0.297,0.061,0.193,-0.254,0.270,0.399,0.683,0.555,0.508,0.433,0.115,-0.474,-0.155
9150,0.090,-0.207,-0.297,0.058,0.194,-0.252,0.267,0.396,0.682,0.553,0.508,0.433,0.114,-0.478,-0.154
9151,0.086,-0.210,-0.295,0.061,0.191,-0.253,0.275,0.397,0.683,0.554,0.507,0.435,0.112,-0.472,-0.155
9152,0.083,-0.214,-0.296,0.066,0.190,-0.255,0.277,0.400,0.685,0.556,0.509,0.437,0.111,-0.468,-0.155
9153,0.087,-0.220,-0.306,0.066,0.197,-0.263,0.276,0.400,0.684,0.556,0.507,0.436,0.112,-0.472,-0.154
9154,0.085,-0.230,-0.314,0.072,0.200,-0.272,0.279,0.400,0.684,0.556,0.507,0.436,0.111,-0.482,-0.153
9155,0.082,-0.239,-0.320,0.079,0.201,-0.280,0.280,0.402,0.688,0.558,0.508,0.436,0.110,-0.494,-0.150
9156,0.081,-0.235,-0.316,0.076,0.199,-0.276,0.275,0.398,0.685,0.555,0.506,0.432,0.112,-0.490,-0.150
9157,0.084,-0.230,-0.314,0.073,0.199,-0.272,0.274,0.394,0.683,0.554,0.506,0.431,0.112,-0.484,-0.150
9158,0.085,-0.231,-0.315,0.072,0.200,-0.273,0.279,0.398,0.684,0.555,0.506,0.431,0.111,-0.480,-0.150
9159,0.083,-0.238,-0.321,0.077,0.202,-0.280,0.281,0.401,0.684,0.556,0.507,0.430,0.108,-0.491,-0.150
9160,0.081,-0.244,-0.324,0.082,0.203,-0.284,0.278,0.400,0.685,0.558,0.506,0.427,0.109,-0.496,-0.149
9161,0.082,-0.240,-0.321,0.080,0.202,-0.281,0.274,0.400,0.684,0.558,0.506,0.425,0.111,-0.486,-0.150
9162,0.084,-0.238,-0.321,0.077,0.203,-0.280,0.273,0.398,0.684,0.557,0.505,0.426,0.112,-0.486,-0.150
9163,0.081,-0.234,-0.314,0.076,0.198,-0.274,0.276,0.399,0.683,0.557,0.504,0.426,0.112,-0.484,-0.151
9164,0.081,-0.225,-0.305,0.071,0.193,-0.265,0.274,0.397,0.683,0.555,0.503,0.425,0.112,-0.477,-0.152
9165,0.078,-0.223,-0.300,0.072,0.190,-0.262,0.275,0.394,0.683,0.555,0.500,0.425,0.113,-0.473,-0.151
9166,0.077,-0.224,-0.300,0.073,0.189,-0.262,0.278,0.395,0.680,0.555,0.501,0.426,0.114,-0.476,-0.151
9167,0.084,-0.225,-0.308,0.070,0.196,-0.267,0.277,0.392,0.679,0.553,0.499,0.425,0.113,-0.483,-0.151
9168,0.084,-0.222,-0.305,0.069,0.195,-0.264,0.281,0.394,0.680,0.554,0.499,0.426,0.114,-0.483,-0.151
9169,0.084,-0.210,-0.293,0.063,0.189,-0.252,0.279,0.394,0.680,0.554,0.501,0.428,0.116,-0.474,-0.150
9170,0.088,-0.210,-0.298,0.060,0.194,-0.255,0.274,0.391,0.676,0.550,0.497,0.427,0.116,-0.467,-0.150
9171,0.090,-0.213,-0.303,0.060,0.197,-0.258,0.277,0.391,0.679,0.552,0.496,0.427,0.115,-0.470,-0.152
9172,0.090,-0.218,-0.308,0.064,0.200,-0.264,0.273,0.387,0.681,0.553,0.497,0.426,0.116,-0.476,-0.150
9173,0.086,-0.226,-0.311,0.070,0.199,-0.268,0.275,0.390,0.675,0.548,0.495,0.427,0.114,-0.477,-0.148
9174,0.080,-0.233,-0.312,0.076,0.196,-0.273,0.282,0.390,0.677,0.551,0.496,0.427,0.111,-0.479,-0.149
9175,0.075,-0.245,-0.320,0.085,0.198,-0.282,0.278,0.389,0.678,0.552,0.495,0.426,0.108,-0.484,-0.146
9176,0.079,-0.239,-0.317,0.080,0.198,-0.278,0.278,0.392,0.679,0.550,0.495,0.425,0.109,-0.482,-0.146
9177,0.081,-0.233,-0.313,0.075,0.197,-0.273,0.278,0.391,0.679,0.552,0.497,0.425,0.111,-0.481,-0.148
9178,0.081,-0.235,-0.316,0.076,0.199,-0.275,0.275,0.391,0.679,0.553,0.500,0.426,0.111,-0.484,-0.148
9179,0.080,-0.245,-0.324,0.082,0.202,-0.284,0.277,0.391,0.680,0.555,0.502,0.425,0.110,-0.493,-0.146
9180,0.078,-0.248,-0.326,0.085,0.203,-0.287,0.275,0.391,0.679,0.556,0.502,0.425,0.108,-0.496,-0.144
9181,0.083,-0.243,-0.325,0.080,0.204,-0.284,0.276,0.394,0.680,0.554,0.503,0.425,0.107,-0.492,-0.146
9182,0.083,-0.244,-0.326,0.081,0.205,-0.285,0.276,0.389,0.675,0.550,0.500,0.423,0.108,-0.490,-0.145
9183,0.081,-0.241,-0.322,0.081,0.201,-0.281,0.273,0.383,0.672,0.545,0.498,0.423,0.107,-0.489,-0.145
9184,0.078,-0.234,-0.311,0.078,0.195,-0.273,0.271,0.384,0.671,0.544,0.496,0.422,0.106,-0.482,-0.145
9185,0.079,-0.228,-0.305,0.074,0.192,-0.267,0.270,0.383,0.669,0.544,0.494,0.421,0.104,-0.478,-0.147
9186,0.080,-0.230,-0.308,0.074,0.194,-0.269,0.270,0.383,0.668,0.542,0.494,0.419,0.103,-0.483,-0.146
9187,0.081,-0.234,-0.314,0.076,0.198,-0.274,0.266,0.380,0.666,0.539,0.495,0.418,0.103,-0.486,-0.143
9188,0.079,-0.229,-0.306,0.075,0.193,-0.268,0.266,0.378,0.665,0.539,0.495,0.420,0.103,-0.478,-0.144
9189,0.080,-0.217,-0.296,0.068,0.189,-0.257,0.271,0.379,0.661,0.538,0.494,0.419,0.105,-0.472,-0.148
9190,0.081,-0.215,-0.296,0.067,0.189,-0.256,0.269,0.376,0.658,0.536,0.493,0.418,0.104,-0.472,-0.148
9191,0.077,-0.222,-0.298,0.072,0.188,-0.260,0.265,0.372,0.656,0.532,0.490,0.414,0.102,-0.466,-0.148
9192,0.080,-0.222,-0.301,0.070,0.191,-0.262,0.264,0.372,0.656,0.533,0.490,0.416,0.103,-0.471,-0.146
9193,0.082,-0.226,-0.307,0.072,0.195,-0.267,0.263,0.372,0.654,0.532,0.491,0.415,0.103,-0.479,-0.145
9194,0.084,-0.232,-0.315,0.074,0.200,-0.274,0.271,0.374,0.655,0.531,0.491,0.413,0.102,-0.479,-0.145
9195,0.080,-0.239,-0.319,0.079,0.200,-0.279,0.277,0.378,0.659,0.535,0.493,0.416,0.101,-0.480,-0.144
9196,0.079,-0.240,-0.319,0.081,0.199,-0.280,0.273,0.373,0.658,0.532,0.492,0.417,0.102,-0.485,-0.142
9197,0.075,-0.235,-0.310,0.080,0.193,-0.273,0.271,0.368,0.650,0.531,0.491,0.420,0.104,-0.483,-0.142
9198,0.070,-0.241,-0.311,0.086,0.191,-0.276,0.271,0.369,0.652,0.533,0.492,0.421,0.105,-0.483,-0.142
9199,0.075,-0.249,-0.325,0.086,0.201,-0.287,0.274,0.372,0.658,0.534,0.493,0.421,0.105,-0.496,-0.141
9200,0.079,-0.250,-0.328,0.086,0.203,-0.289,0.274,0.373,0.659,0.536,0.495,0.422,0.105,-0.500,-0.141
9201,0.075,-0.247,-0.322,0.086,0.199,-0.284,0.272,0.374,0.658,0.536,0.496,0.422,0.106,-0.492,-0.142
9202,0.072,-0.244,-0.317,0.086,0.195,-0.281,0.271,0.369,0.652,0.532,0.494,0.421,0.104,-0.486,-0.142
9203,0.073,-0.244,-0.317,0.085,0.195,-0.281,0.262,0.360,0.645,0.525,0.490,0.417,0.106,-0.485,-0.140
9204,0.075,-0.237,-0.312,0.081,0.194,-0.275,0.262,0.361,0.644,0.525,0.491,0.418,0.107,-0.481,-0.141
9205,0.076,-0.230,-0.305,0.076,0.191,-0.268,0.266,0.364,0.647,0.527,0.493,0.420,0.107,-0.477,-0.141
9206,0.077,-0.231,-0.308,0.076,0.193,-0.270,0.262,0.361,0.642,0.525,0.492,0.418,0.107,-0.481,-0.141
9207,0.076,-0.235,-0.310,0.080,0.194,-0.273,0.262,0.360,0.644,0.527,0.491,0.420,0.108,-0.479,-0.141
9208,0.075,-0.232,-0.307,0.078,0.192,-0.270,0.259,0.361,0.645,0.526,0.491,0.419,0.109,-0.478,-0.140
9209,0.077,-0.222,-0.299,0.072,0.189,-0.261,0.256,0.360,0.637,0.519,0.490,0.417,0.108,-0.476,-0.140
9210,0.077,-0.223,-0.298,0.072,0.188,-0.261,0.254,0.353,0.635,0.519,0.487,0.419,0.111,-0.477,-0.139
9211,0.079,-0.223,-0.301,0.071,0.190,-0.262,0.254,0.354,0.635,0.517,0.487,0.419,0.110,-0.474,-0.139
9212,0.077,-0.226,-0.303,0.074,0.191,-0.265,0.259,0.353,0.634,0.518,0.489,0.420,0.108,-0.473,-0.139
9213,0.076,-0.233,-0.308,0.079,0.193,-0.271,0.260,0.354,0.637,0.523,0.492,0.423,0.111,-0.484,-0.139
9214,0.072,-0.238,-0.310,0.083,0.192,-0.275,0.262,0.357,0.638,0.523,0.493,0.424,0.108,-0.488,-0.137
